TCE ID,TIC ID,Sector Run,Planet Number,ExoMiner Score,ExoMiner Unc. Score,DV mini-report URL,Orbital Period [day],Transit Duration [hour],Transit Epoch [BTJD],Transit Depth [ppm],Planet Radius [Earth Radii],MES,Transit Model SNR,Number of transits observed,Gaia RUWE
30853990-1-S1-9,30853990,1-9,1,0.123,0.088,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019135213217-s0001-s0009-0000000030853990-00205_dvm.pdf),162.862,9.072,1377.054,1002.73,3.119,8.646,8.655,2.0,0.736
123201406-1-S14-41,123201406,14-41,1,0.123,0.086,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0041-0000000123201406-00512_dvm.pdf),1.203,1.896,1683.616,4811.327,14.221,48.657,78.264,88.0,1.335
455144819-1-S61,455144819,61,1,0.123,0.039,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023018070040-s0061-s0061-0000000455144819-00699_dvm.pdf),10.411,5.328,2970.193,679.739,3.963,11.475,13.779,2.0,0.885
426484744-1-S44,426484744,44,1,0.123,0.062,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021285162058-s0044-s0044-0000000426484744-00536_dvm.pdf),13.162,1.7519999999999998,2502.899,1617.053,4.462,8.637,8.599,2.0,1.026
307366709-1-S63,307366709,63,1,0.123,0.062,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023069204038-s0063-s0063-0000000307366709-00712_dvm.pdf),4.088,2.832,3015.865,9663.267,28.125,12.442,15.22,7.0,1.783
337017458-1-S26,337017458,26,1,0.123,0.065,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020161181517-s0026-s0026-0000000337017458-00350_dvm.pdf),1.469,2.088,2011.177,13284.022,19.85,169.274,126.902,16.0,1.467
262746281-2-S1-65,262746281,1-65,2,0.123,0.078,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000262746281-00728_dvm.pdf),27.453,8.376,2258.097,475.176,3.591,8.33,9.035,4.0,0.88
136504576-1-S63,136504576,63,1,0.123,0.082,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023069204038-s0063-s0063-0000000136504576-00712_dvm.pdf),1.527,2.52,3015.75,1841.602,10.785,7.494,9.698,17.0,1.573
260647166-2-S11,260647166,11,2,0.123,0.069,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019113062933-s0011-s0011-0000000260647166-00442_dvm.pdf),15.859,3.888,1606.159,829.532,2.615,11.522,11.798,2.0,0.916
350141132-2-S1-65,350141132,1-65,2,0.123,0.07,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000350141132-00734_dvm.pdf),2.303,4.343999999999999,1543.644,2731.488,8.117,29.594,32.369,27.0,0.924
453677947-1-S64,453677947,64,1,0.123,0.056,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023096143437-s0064-s0064-0000000453677947-00720_dvm.pdf),2.315,0.8400000000000001,3041.878,2637.865,12.404,8.213,10.234,12.0,2.172
347756351-1-S1-46,347756351,1-46,1,0.123,0.11,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0046-0000000347756351-00555_dvm.pdf),12.194,1.7759999999999998,1570.125,485.003,2.919,31.414,4.586,3.0,1.142
198213332-1-S40,198213332,40,1,0.123,0.046,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021176033103-s0040-s0040-0000000198213332-00503_dvm.pdf),0.586,0.96,2390.803,370.811,4.775,12.396,14.996,47.0,4.126
279425357-1-S27,279425357,27,1,0.123,0.048,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020187183116-s0027-s0027-0000000279425357-00362_dvm.pdf),9.017,1.248,2043.308,4029.414,7.501,10.697,10.029,2.0,4.62
231739077-1-S1-6,231739077,1-6,1,0.122,0.051,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019114105919-s0001-s0006-0000000231739077-00196_dvm.pdf),89.146,4.848000000000001,1394.983,1270.542,2.83,8.094,9.462,2.0,1.065
167812449-2-S27,167812449,27,2,0.122,0.072,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020187183116-s0027-s0027-0000000167812449-00362_dvm.pdf),4.234,1.08,2037.819,2251.557,5.871,7.778,8.873,4.0,0.896
38680052-1-S38,38680052,38,1,0.122,0.089,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021119082105-s0038-s0038-0000000038680052-00488_dvm.pdf),0.674,0.96,2334.506,98993.191,14.748,23.904,33.554,30.0,1.132
1190662-2-S61,1190662,61,2,0.122,0.086,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023018070040-s0061-s0061-0000000001190662-00699_dvm.pdf),0.888,0.744,2963.653,18883.112,19.867,22.822,28.915,24.0,1.409
30853990-1-S1-6,30853990,1-6,1,0.122,0.053,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019114105919-s0001-s0006-0000000030853990-00196_dvm.pdf),106.382,9.24,1377.051,864.439,2.917,7.937,8.239,2.0,0.736
441808796-1-S58,441808796,58,1,0.122,0.059,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022302194443-s0058-s0058-0000000441808796-00672_dvm.pdf),7.735,2.856,2889.161,6443.694,11.992,11.079,16.215,2.0,0.932
259126549-2-S14-41,259126549,14-41,2,0.122,0.055,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0041-0000000259126549-00512_dvm.pdf),7.385,5.232,1932.547,1509.244,6.508,12.962,16.147,20.0,
288516853-1-S14-26,288516853,14-26,1,0.122,0.03,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0026-0000000288516853-00353_dvm.pdf),101.951,12.408000000000001,1693.129,178.921,3.379,7.31,7.478,3.0,0.98
198213332-1-S48,198213332,48,1,0.122,0.023,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022028101454-s0048-s0048-0000000198213332-00580_dvm.pdf),0.586,0.624,2608.233,485.896,5.325,12.257,14.194,37.0,4.126
36227841-1-S63,36227841,63,1,0.122,0.048,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023069204038-s0063-s0063-0000000036227841-00712_dvm.pdf),0.402,1.1760000000000002,3014.59,3128.788,18.981,9.9,13.149,65.0,0.941
82302240-1-S1-65,82302240,1-65,1,0.122,0.043,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000082302240-00734_dvm.pdf),2.505,2.7840000000000003,2964.806,3662.317,18.699,12.258,14.595,19.0,0.956
230375747-1-S14-50,230375747,14-50,1,0.122,0.063,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0050-0000000230375747-00611_dvm.pdf),2.763,3.4799999999999995,1956.384,12507.688,16.375,75.749,125.219,76.0,3.375
135088521-1-S22,135088521,22,1,0.122,0.051,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020050191121-s0022-s0022-0000000135088521-00309_dvm.pdf),8.454,2.04,1904.948,28827.708,24.256,9.438,10.819,2.0,
154304816-1-S56,154304816,56,1,0.122,0.057,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022245180045-s0056-s0056-0000000154304816-00661_dvm.pdf),3.854,2.448,2828.698,7217.615,18.658,13.752,15.39,5.0,1.063
341111486-1-S1-65,341111486,1-65,1,0.122,0.042,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000341111486-00728_dvm.pdf),2.621,1.008,1518.726,1598.129,8.411,29.763,32.834,33.0,0.975
199523610-1-S14-26,199523610,14-26,1,0.122,0.067,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0026-0000000199523610-00353_dvm.pdf),136.402,14.664,1703.452,418.352,2.006,7.826,7.883,2.0,7.75
9727392-2-S1-36,9727392,1-36,2,0.122,0.07,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0036-0000000009727392-00471_dvm.pdf),2.267,4.656000000000001,1355.33,1320.825,6.325,11.37,12.42,10.0,1.096
268529943-1-S3,268529943,3,1,0.122,0.067,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018263124740-s0003-s0003-0000000268529943-00405_dvm.pdf),4.301,3.768,1388.935,20287.106,18.101,109.444,115.47,5.0,1.194
445882146-2-S14-55,445882146,14-55,2,0.122,0.067,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000445882146-00652_dvm.pdf),3.752,2.16,1958.078,3204.078,7.976,8.848,10.395,8.0,1.003
158835095-1-S55,158835095,55,1,0.122,0.08,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022217141447-s0055-s0055-0000000158835095-00651_dvm.pdf),0.576,1.416,2797.451,13083.594,23.306,11.606,14.974,45.0,1.199
401590951-1-S37,401590951,37,1,0.122,0.045,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021092173506-s0037-s0037-0000000401590951-00478_dvm.pdf),2.364,4.800000000000001,2307.663,838.521,23.392,11.481,14.369,10.0,1.065
59003115-1-S42-43,59003115,42-43,1,0.122,0.045,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021233042500-s0042-s0043-0000000059003115-00523_dvm.pdf),2.289,3.096,2448.956,605.799,1.87,8.18,8.725,18.0,1.185
94541119-2-S44,94541119,44,2,0.121,0.03,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021285162058-s0044-s0044-0000000094541119-00536_dvm.pdf),10.894,3.984,2502.018,7355.356,8.601,20.715,24.687,2.0,1.241
150437346-1-S31,150437346,31,1,0.121,0.066,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020296001112-s0031-s0031-0000000150437346-00411_dvm.pdf),1.393,2.064,2145.753,6929.469,16.648,31.809,50.077,16.0,1.324
298009554-1-S14-41,298009554,14-41,1,0.121,0.067,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0041-0000000298009554-00512_dvm.pdf),364.831,4.944,1715.701,14231.37,22.899,351.524,332.369,2.0,0.962
298778188-1-S55,298778188,55,1,0.121,0.059,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022217141447-s0055-s0055-0000000298778188-00651_dvm.pdf),0.415,0.96,2797.515,642.816,8.52,16.549,24.746,64.0,1.028
198008002-1-S31,198008002,31,1,0.121,0.068,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020296001112-s0031-s0031-0000000198008002-00411_dvm.pdf),3.28,3.5519999999999996,2147.348,8814.826,13.658,68.258,76.354,6.0,1.007
388529207-2-S14-55,388529207,14-55,2,0.121,0.059,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000388529207-00652_dvm.pdf),7.375,3.816,1797.473,2432.635,5.972,12.852,13.026,15.0,1.164
170636897-2-S1-6,170636897,1-6,2,0.121,0.063,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019114105919-s0001-s0006-0000000170636897-00196_dvm.pdf),0.693,0.6000000000000001,1411.074,895.893,0.683,7.717,8.143,64.0,1.123
378358639-1-S17,378358639,17,1,0.121,0.078,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019281041526-s0017-s0017-0000000378358639-00259_dvm.pdf),0.279,1.008,1764.818,181.453,0.691,7.157,8.197,66.0,0.995
26568753-1-S17,26568753,17,1,0.121,0.068,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019281041526-s0017-s0017-0000000026568753-00259_dvm.pdf),2.574,2.904,1766.671,17916.871,43.081,26.767,35.332,7.0,1.073
285094436-1-S22,285094436,22,1,0.121,0.069,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020050191121-s0022-s0022-0000000285094436-00309_dvm.pdf),20.743,11.256,1901.19,332.324,2.407,7.878,7.708,2.0,1.033
147686743-2-S14-41,147686743,14-41,2,0.121,0.07,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0041-0000000147686743-00512_dvm.pdf),16.169,9.648,1687.23,7206.695,9.486,48.3,61.802,7.0,1.206
160618074-1-S47,160618074,47,1,0.121,0.055,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021365070455-s0047-s0047-0000000160618074-00560_dvm.pdf),5.204,1.8479999999999999,2584.034,9105.204,17.594,9.419,12.74,4.0,1.052
435250500-2-S56,435250500,56,2,0.121,0.056,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022245180045-s0056-s0056-0000000435250500-00661_dvm.pdf),5.361,1.92,2825.666,3948.385,11.186,22.851,33.313,6.0,2.001
400899926-1-S58,400899926,58,1,0.121,0.05,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022302194443-s0058-s0058-0000000400899926-00672_dvm.pdf),4.625,3.816,2884.622,10539.547,13.93,10.13,14.434,6.0,2.05
393628412-2-S14-50,393628412,14-50,2,0.121,0.086,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0050-0000000393628412-00611_dvm.pdf),9.556,9.144,1931.112,142.332,1.725,5911.351,5.226,7.0,1.029
165103429-1-S60,165103429,60,1,0.121,0.086,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022357093041-s0060-s0060-0000000165103429-00690_dvm.pdf),0.413,0.8400000000000001,2936.921,3523.717,11.462,7.827,9.664,44.0,0.955
233047097-1-S60,233047097,60,1,0.121,0.067,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022357093041-s0060-s0060-0000000233047097-00690_dvm.pdf),11.313,2.112,2947.557,13110.229,23.235,14.811,15.234,2.0,0.93
6276559-1-S34,6276559,34,1,0.121,0.056,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021014055109-s0034-s0034-0000000006276559-00444_dvm.pdf),5.44,3.12,2233.923,5721.259,12.986,18.696,21.001,4.0,0.949
280857321-1-S64,280857321,64,1,0.121,0.059,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023096143437-s0064-s0064-0000000280857321-00720_dvm.pdf),2.174,2.856,3042.798,3812.764,23.746,14.887,18.922,11.0,0.917
368127154-1-S14-50,368127154,14-50,1,0.121,0.059,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0050-0000000368127154-00611_dvm.pdf),7.52,9.600000000000001,1934.799,92.652,1.55,63380.883,2.388,4.0,0.939
229490898-1-S14-26,229490898,14-26,1,0.121,0.075,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0026-0000000229490898-00353_dvm.pdf),2.235,2.3520000000000003,1956.138,4087.444,14.293,26.891,32.304,33.0,
178938417-2-S1-36,178938417,1-36,2,0.121,0.059,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0036-0000000178938417-00471_dvm.pdf),5.975,4.128,1440.477,4285.401,9.839,65.72,84.244,9.0,1.231
396932137-1-S42-46,396932137,42-46,1,0.121,0.069,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021233042500-s0042-s0046-0000000396932137-00550_dvm.pdf),48.443,1.3920000000000001,2527.255,689.115,3.696,7.174,7.184,2.0,1.157
380825087-2-S29,380825087,29,2,0.12,0.061,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020239173514-s0029-s0029-0000000380825087-00382_dvm.pdf),14.205,2.904,2091.389,2429.897,5.13,10.353,9.989,2.0,1.147
31998499-1-S1-13,31998499,1-13,1,0.12,0.038,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0013-0000000031998499-00226_dvm.pdf),0.34,0.528,1354.262,1457.594,4.644,46.003,66.284,388.0,1.011
439366537-1-S1-36,439366537,1-36,1,0.12,0.046,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0036-0000000439366537-00471_dvm.pdf),4.314,1.6800000000000002,1326.564,842.197,4.294,18.614,21.992,10.0,0.935
171970567-1-S14-41,171970567,14-41,1,0.12,0.062,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0041-0000000171970567-00512_dvm.pdf),0.961,1.1760000000000002,1684.156,95222.336,11.368,51.736,70.684,45.0,12.896
306255021-1-S1-65,306255021,1-65,1,0.12,0.062,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000306255021-00728_dvm.pdf),2.75,3.984,3015.796,16874.695,23.925,80.755,81.018,19.0,0.976
366527933-1-S1-46,366527933,1-46,1,0.12,0.078,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0046-0000000366527933-00555_dvm.pdf),52.852,5.5680000000000005,1499.937,428.199,2.178,9.461,9.14,3.0,0.947
236815160-1-S56,236815160,56,1,0.12,0.043,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022245180045-s0056-s0056-0000000236815160-00661_dvm.pdf),2.535,2.3760000000000003,2827.5,5219.382,8.336,37.211,53.46,11.0,23.093
219846064-1-S57,219846064,57,1,0.12,0.068,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022273202044-s0057-s0057-0000000219846064-00666_dvm.pdf),12.827,9.528,2855.074,1568.838,3.431,8.568,7.671,3.0,1.213
71268730-1-S14-60,71268730,14-60,1,0.12,0.084,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000071268730-00692_dvm.pdf),1.722,1.7519999999999998,2391.365,32020.813,11.564,128.981,129.27,53.0,1.095
259126549-2-S14-55,259126549,14-55,2,0.12,0.047,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000259126549-00652_dvm.pdf),7.385,5.28,1932.545,1416.914,6.355,20.766,22.372,45.0,
198358825-2-S14-23,198358825,14-23,2,0.12,0.044,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0023-0000000198358825-00328_dvm.pdf),23.514,7.536,1761.406,3909.069,10.363,27.421,37.143,6.0,0.946
380695355-1-S1-39,380695355,1-39,1,0.12,0.113,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0039-0000000380695355-00493_dvm.pdf),4.957,4.151999999999999,2309.537,1079.869,3.797,12.85,14.181,10.0,0.873
435880578-1-S44,435880578,44,1,0.12,0.055,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021285162058-s0044-s0044-0000000435880578-00536_dvm.pdf),0.97,2.136,2500.634,7685.717,14.415,25.614,49.275,23.0,1.579
120355394-2-S14-41,120355394,14-41,2,0.12,0.055,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0041-0000000120355394-00512_dvm.pdf),0.791,1.008,2010.485,160.071,1.288,18.828,8.688,98.0,1.062
257217518-1-S42-46,257217518,42-46,1,0.12,0.053,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021233042500-s0042-s0046-0000000257217518-00550_dvm.pdf),37.251,4.656000000000001,2533.901,7161.21,17.229,26.834,30.413,2.0,1.074
154840461-1-S59,154840461,59,1,0.12,0.04,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022330181042-s0059-s0059-0000000154840461-00688_dvm.pdf),6.036,1.3920000000000001,2910.9,1667.31,8.318,18.792,22.229,4.0,1.198
220432563-3-S1-2,220432563,1-2,3,0.12,0.055,[Download](nan),1.524,1.6800000000000002,1325.554,981.234,3.135,8.292,7.952,33.0,1.031
268954986-1-S55,268954986,55,1,0.119,0.05,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022217141447-s0055-s0055-0000000268954986-00651_dvm.pdf),0.329,0.984,2797.101,1320.282,1.791,11.808,16.107,61.0,12.016
389999924-1-S64,389999924,64,1,0.119,0.044,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023096143437-s0064-s0064-0000000389999924-00720_dvm.pdf),4.764,5.6160000000000005,3044.277,7289.927,11.654,8.347,14.034,6.0,1.025
349966879-1-S66,349966879,66,1,0.119,0.063,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023153040035-s0066-s0066-0000000349966879-00749_dvm.pdf),0.313,0.9119999999999999,3097.933,4473.685,8.343,12.725,15.855,64.0,1.674
299906906-1-S7,299906906,7,1,0.119,0.073,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019008025936-s0007-s0007-0000000299906906-00396_dvm.pdf),0.768,1.608,1491.8,81384.959,43.479,20.721,28.52,30.0,1.851
60208679-1-S66,60208679,66,1,0.119,0.068,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023153040035-s0066-s0066-0000000060208679-00749_dvm.pdf),1.059,3.048,3098.386,1264.87,3.793,9.08,14.755,22.0,0.837
467026444-1-S64,467026444,64,1,0.119,0.052,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023096143437-s0064-s0064-0000000467026444-00720_dvm.pdf),7.811,3.6719999999999997,3043.637,20311.581,15.753,12.695,13.846,4.0,0.928
467265105-1-S57,467265105,57,1,0.119,0.052,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022273202044-s0057-s0057-0000000467265105-00666_dvm.pdf),4.137,2.184,2855.457,11460.191,12.057,18.669,22.765,6.0,35.494
356322454-1-S59,356322454,59,1,0.119,0.062,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022330181042-s0059-s0059-0000000356322454-00688_dvm.pdf),3.251,2.3040000000000003,2911.636,10852.369,11.934,17.251,19.373,6.0,22.564
349966879-1-S64,349966879,64,1,0.119,0.051,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023096143437-s0064-s0064-0000000349966879-00720_dvm.pdf),0.313,0.9359999999999999,3041.358,4464.207,6.898,15.42,22.594,83.0,1.674
144300162-1-S2,144300162,2,1,0.119,0.076,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018235142541-s0002-s0002-0000000144300162-00109_dvm.pdf),11.575,14.975999999999999,1360.82,441.577,3.535,7.49,8.466,2.0,0.929
258918831-2-S60,258918831,60,2,0.119,0.071,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022357093041-s0060-s0060-0000000258918831-00690_dvm.pdf),11.973,2.592,2946.412,2663.664,5.627,7.781,7.786,2.0,57.05
173612049-1-S17,173612049,17,1,0.119,0.07,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019281041526-s0017-s0017-0000000173612049-00305_dvm.pdf),19.49,3.5039999999999996,1767.173,2000.17,4.893,7.197,7.793,2.0,1.027
236529353-1-S14-55,236529353,14-55,1,0.119,0.05,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000236529353-00652_dvm.pdf),10.039,2.592,2422.879,6985.004,19.943,49.852,49.941,4.0,0.985
297647356-1-S14-60,297647356,14-60,1,0.119,0.037,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000297647356-00692_dvm.pdf),0.883,1.248,1791.508,18944.335,10.107,178.652,166.778,102.0,7.668
142863329-1-S14-19,142863329,14-19,1,0.119,0.083,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0019-0000000142863329-00323_dvm.pdf),26.782,7.343999999999999,1693.593,1436.822,2.967,7.334,7.067,2.0,0.948
357498244-1-S16,357498244,16,1,0.119,0.065,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019255032927-s0016-s0016-0000000357498244-00300_dvm.pdf),13.401,9.168,1748.911,692.571,6.223,10.323,11.677,2.0,0.936
58018570-2-S14-60,58018570,14-60,2,0.119,0.029,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000058018570-00692_dvm.pdf),4.06,1.8479999999999999,1765.964,7704.731,12.014,65.34,72.878,11.0,1.256
403135192-1-S28,403135192,28,1,0.119,0.063,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020213081515-s0028-s0028-0000000403135192-00364_dvm.pdf),0.902,1.1760000000000002,2062.25,934.242,6.438,12.332,17.9,21.0,1.014
177258735-1-S1-36,177258735,1-36,1,0.119,0.093,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0036-0000000177258735-00471_dvm.pdf),0.776,1.224,1325.631,39.935,0.909,12.898,13.797,593.0,1.1
38680052-1-S35,38680052,35,1,0.118,0.061,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021040113508-s0035-s0035-0000000038680052-00453_dvm.pdf),0.674,0.8639999999999999,2255.608,107331.488,11.567,23.244,34.057,29.0,1.132
408436635-1-S1-65,408436635,1-65,1,0.118,0.06,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000408436635-00728_dvm.pdf),0.599,0.984,2281.149,2951.876,1.237,12.318,18.013,75.0,1.307
298969838-1-S55,298969838,55,1,0.118,0.066,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022217141447-s0055-s0055-0000000298969838-00651_dvm.pdf),20.235,2.208,2798.378,60779.311,21.864,15.707,16.642,2.0,0.977
67300566-1-S59,67300566,59,1,0.118,0.049,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022330181042-s0059-s0059-0000000067300566-00688_dvm.pdf),4.424,1.464,2912.45,10682.153,12.626,25.427,31.492,5.0,0.793
